SideEffect ID,Antibiotic ID,SE Name,Pattern,SE Description ,Reference ID
SE495,A016,Acne,Not Specified,"Acne is a common skin disease that causes pimples. Pimples form when hair follicles under your skin clog up. Most pimples form on the face, neck, back, chest, and shoulders. Anyone can get acne, but it is common in teenagers and young adults. It is not serious, but it can cause scars.","R016
R271"
SE496,A016,Dermatitis,Not Specified," area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin. Rashes are a symptom of many different medical problems.","R016
R165"
SE497,A016,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R016
R153"
SE498,A016,Hematuria,Not Specified,Hematuria is having blood in your urine.,"R016
R272"
SE499,A016,Interstitial Nephritis,Not Specified,Nephritis is a kidney disorder in which the spaces between the kidney tubules become swollen (inflamed). This can cause problems with the way your kidneys work.,"R016
R217"
SE500,A016,Renal Failure,Not Specified,Renal Failure is an alternative name of Acute Kidney Failure. It is the rapid (less than 2 days) loss of your kidneys' ability to remove waste and help balance fluids and electrolytes in your body.,"R016
R192"
SE501,A016,Dysmenorrhea,Not Specified,"Dysmenorrhea is also called as period pain. The pain is most often menstrual cramps, which are a throbbing, cramping pain in your lower abdomen. You may also have other symptoms, such as lower back pain, nausea, diarrhea, and headaches.","R016
R273"
SE502,A016,Fatigue,Not Specified,"Fatigue is a feeling of weariness, tiredness, or lack of energy. It can interfere with your usual daily activities. Fatigue can be a normal response to physical activity, emotional stress, boredom, or lack of sleep.","R016
R218"
SE503,A016,Pyrexia,Not Specified,"Pyrexia is also called a fever. It is a body temperature that is higher than normal. A normal temperature can vary from person to person, but it is usually around 98.6 °F (37 °C). A fever is not a disease. It is usually a sign that your body is trying to fight an illness or infection.","R016
R212"
SE504,A017,Vomiting,Common,Vomiting is when you throw up.,"R017
R133"
SE505,A017,Diarrhea,Common,"Diarrhea is loose, watery stools (bowel movements).","R017
R134"
SE506,A017,Dyspepsia,Common,Dyspepsia is also called as Indigestion. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. ,"R017
R164"
SE507,A017,Nausea,Common,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R017
R133"
SE508,A017,Slight Increase of Eosinophils and Platelets Count,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R017
R151"
SE509,A017,Aplastic Anemia,Rare,"Aplastic anemia is a rare but serious blood disorder. If you have it, your bone marrow doesn't make enough new blood cells. It happens when there is damage to stem cells inside your bone marrow. ","R017
R274"
SE510,A017,Hypersensitivity,Rare,Hypersensitivity is also called Allergy. It is a reaction by your immune system to something that does not bother most other people. People who have allergies often are sensitive to more than one thing,"R017
R225"
SE511,A017,Urticaria,Rare,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R017
R141"
SE512,A017,Angioedema,Rare,"Angioedema is a swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R017
R142"
SE513,A017,Severe Anaphylactic Reactions Including Anaphylactic Shock,Rare,"Anaphylactic Shock is an alternative name for Anaphylaxis. It is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R017
R143
"
SE514,A017,Phlebitis,Not Specified,Phlebitis is an alternative name of Thrombophlebitis. It is a swelling (inflammation) of a vein. A blood clot (thrombus) in the vein is the most common cause of this swelling.,"R017
R202"
SE515,A017,Dyspnea,Not Specified,Dyspnea is shortness of breath.,"R017
R161"
SE516,A018,Vulvovaginitis,Common,"Vaginitis, also called vulvovaginitis, is an inflammation or infection of the vagina. It can also affect the vulva, which is the external part of a woman's genitals. Vaginitis can cause itching, pain, discharge, and odor.","R018
R167"
SE517,A018,Anaphylactic Reactions Including Anaphylactic Shock,Not Specified,"Anaphylactic Shock is an alternative name for Anaphylaxis. It is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R018
R143"
SE518,A018,Hypersensitivity,Not Specified,Hypersensitivity is also called Allergy. It is a reaction by your immune system to something that does not bother most other people. People who have allergies often are sensitive to more than one thing,"R018
R225"
SE519,A018,Headache,Common,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R018
R159"
SE520,A018,Dizziness,Common,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R018
R160"
SE521,A018,Diarrhea,Common,"Diarrhea is loose, watery stools (bowel movements).","R018
R134"
SE522,A018,Nausea,Common,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R018
R133"
SE523,A018,Dyspepsia,Common,Dyspepsia is also called as Indigestion. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. ,"R018
R164"
SE524,A018,Abdominal Pain,Common,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R018
R163"
SE525,A018,Vomiting,Uncommon,Vomiting is when you throw up.,"R018
R133"
SE526,A018,Rash,Uncommon,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R018
R165"
SE527,A018,Urticaria,Uncommon,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R018
R141"
SE528,A018,Pruritus,Uncommon,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R018
R166"
SE529,A018,Angioedema,Not Specified,"Angioedema is a swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R018
R142"
SE530,A019,Vulvovaginitis,Not Specified,"Vaginitis, also called vulvovaginitis, is an inflammation or infection of the vagina. It can also affect the vulva, which is the external part of a woman's genitals. Vaginitis can cause itching, pain, discharge, and odor.","R019
R167"
SE531,A019,Headache,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R019
R159"
SE532,A019,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R019
R160"
SE533,A019,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).","R019
R134"
SE534,A019,Nausea,Not Specified,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R019
R133"
SE535,A019,Dyspepsia,Not Specified,Dyspepsia is also called as Indigestion. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. ,"R019
R164"
SE536,A020,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R020
R224"
SE537,A020,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R020
R149"
SE538,A020,Skin Rash,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R020
R165"
SE539,A020,Fever,Not Specified,"A fever is a body temperature that is higher than normal. A normal temperature can vary from person to person, but it is usually around 98.6 °F (37 °C). A fever is not a disease. It is usually a sign that your body is trying to fight an illness or infection.","R020
R212"
SE540,A021,Anaphylaxis,Not Specified,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R021
R143"
SE541,A021,Angioedema,Not Specified,"Angioedema is a swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R021
R142"
SE542,A021,Pruritus,Not Specified,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R021
R166"
SE543,A021,Rash,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R021
R165"
SE544,A021,Serum Sickness-like Reaction,Not Specified,"Serum sickness is a reaction that is similar to an allergy. The immune reacts to medicines that contain proteins used to treat immune conditions. It can also react to antiserum, the liquid part of blood that contains antibodies given to a person to help protect them against germs or poisonous substances.","R021
R144"
SE545,A021,Urticaria,Not Specified,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R021
R141"
SE546,A021,Pseudomembranous Colitis,Not Specified,"Pseudomembranous colitis
Email this page to a friend Print Facebook X Pinterest
Pseudomembranous colitis refers to swelling or inflammation of the large intestine (colon) due to an overgrowth of Clostridioides difficile (C difficile) bacteria.","R021
R203"
SE547,A021,Hemolytic Anemia,Not Specified,Hemolytic anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide oxygen to body tissues.,"R021
R147"
SE548,A021,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R021
R224"
SE549,A021,Pancytopenia,Not Specified,"Pancytopenia can result in extreme tiredness (fatigue) due to low numbers of red blood cells (anemia), frequent infections due to low numbers of white blood cells (neutropenia), and abnormal bleeding due to low numbers of platelets (thrombocytopenia)","R021
R205"
SE550,A021,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R021
R149"
SE551,A021,Hepatitis,Not Specified,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R021
R252"
SE552,A021,Jaundice,Not Specified,"Jaundice causes your skin and the whites of your eyes to turn yellow. Too much bilirubin causes jaundice. Bilirubin is a yellow chemical in hemoglobin, the substance that carries oxygen in your red blood cells.","R021
R270"
SE553,A021,Seizure,Not Specified,"Seizures are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R021
R199"
SE554,A021,Encephalopathy,Not Specified,Encephalopathy is an abnormal brain function.,"R021
R209"
SE555,A021,Erythema Multiforme,Not Specified,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R021
R154"
SE556,A021,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R021
R153"
SE557,A021,Toxic Epidermal Necrolysis,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Toxic Epidermal Necrolysis represents the more severe end.","R021
R153"
SE558,A021,Aplastic Anemia,Not Specified,"Aplastic anemia is a rare but serious blood disorder. If you have it, your bone marrow doesn't make enough new blood cells. It happens when there is damage to stem cells inside your bone marrow. ","R021
R274"
SE559,A021,Hemorrhage,Not Specified,"Hemorrhage is also called Bleeding. It is the loss of blood. It can be external, or outside the body, like when you get a cut or wound. It can also be internal, or inside the body, like when you have an injury to an internal organ.","R021
R275"
SE560,A021,Increased BUN,Not Specified,"A BUN, or blood urea nitrogen test, measures the amount of urea nitrogen in your blood. Urea nitrogen is a waste product that forms as your body breaks down proteins. It's carried in your blood and then removed by your kidneys when you urinate (pee).","R021
R140"
SE561,A021,Neutropenia,Not Specified,"Neutropenia is a condition that increases the risk of repeated infections in affected individuals. People with this condition have an abnormally low level (deficiency) of neutrophils, a type of white blood cell that plays a role in inflammation and in fighting infection.","R021
R150"
SE562,A021,Agranulocytosis,Not Specified,Agranulocytosis is when the body has too few granulocytes.,"R021
R256"
SE563,A022,Anaphylaxis,Not Specified,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R022
R143"
SE564,A022,Angioedema,Not Specified,"Angioedema is a swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R022
R142"
SE565,A022,Pruritus,Not Specified,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R022
R166"
SE566,A022,Rash,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R022
R165"
SE567,A022,Serum Sickness-like Reaction,Not Specified,"Serum sickness is a reaction that is similar to an allergy. The immune reacts to medicines that contain proteins used to treat immune conditions. It can also react to antiserum, the liquid part of blood that contains antibodies given to a person to help protect them against germs or poisonous substances.","R022
R144"
SE568,A022,Urticaria,Not Specified,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R022
R141"
SE569,A022,Pseudomembranous Colitis,Not Specified,"Pseudomembranous colitis
Email this page to a friend Print Facebook X Pinterest
Pseudomembranous colitis refers to swelling or inflammation of the large intestine (colon) due to an overgrowth of Clostridioides difficile (C difficile) bacteria.","R022
R203"
SE570,A022,Hemolytic Anemia,Not Specified,Hemolytic anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide oxygen to body tissues.,"R022
R147"
SE571,A022,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R022
R224"
SE572,A022,Pancytopenia,Not Specified,"Pancytopenia can result in extreme tiredness (fatigue) due to low numbers of red blood cells (anemia), frequent infections due to low numbers of white blood cells (neutropenia), and abnormal bleeding due to low numbers of platelets (thrombocytopenia)","R022
R205"
SE573,A022,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R022
R149"
SE574,A022,Hepatitis ,Not Specified,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R022
R252"
SE575,A022,Jaundice,Not Specified,"Jaundice causes your skin and the whites of your eyes to turn yellow. Too much bilirubin causes jaundice. Bilirubin is a yellow chemical in hemoglobin, the substance that carries oxygen in your red blood cells.","R022
R270"
SE576,A022,Seizure,Not Specified,"Seizures are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R022
R199"
SE577,A022,Erythema Multiforme,Not Specified,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R022
R154"
SE578,A022,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R022
R153"
SE579,A022,Toxic Epidermal Necrolysis,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Toxic Epidermal Necrolysis represents the more severe end.","R022
R153"
SE580,A022,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).","R022
R134"
SE581,A022,Nausea,Not Specified,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R022
R133"
SE582,A022,Eosinophilia,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R022
R151"
SE583,A022,Abdominal Pain and Cramps,Not Specified,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R022
R163"
SE584,A022,Flatulence,Not Specified,Flatulence is also called gas. Gas is air in the intestine that is passed through the rectum. Air that moves from the digestive tract through the mouth is called belching.,"R022
R213"
SE585,A022,Indigestion,Not Specified,"Nearly everyone has had indigestion at one time. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. You may also feel nauseated, or even throw up.","R022
R276"
SE586,A022,Headache,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R022
R159"
SE587,A022,Vaginitis,Not Specified,"Vaginitis, also called vulvovaginitis, is an inflammation or infection of the vagina. It can also affect the vulva, which is the external part of a woman's genitals. Vaginitis can cause itching, pain, discharge, and odor.","R022
R167"
SE588,A022,Hives,Not Specified,Hives are red and sometimes itchy bumps on your skin. An allergic reaction to a drug or food usually causes them.,"R022
R141"
SE589,A022,Itch,Not Specified,Itching is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R022
R166"
SE590,A022,Dysuria,Not Specified,"Dysuria is an alternative name for painful urination. It is any pain, discomfort, or burning sensation when passing urine.","R022
R240"
SE591,A022,Chills,Not Specified,Chills refers to feeling cold after being in a cold environment. The word can also refer to an episode of shivering along with paleness and feeling cold.,"R022
R277"
SE592,A022,Chest Pain,Not Specified,Chest pain is discomfort or pain that you feel anywhere along the front of your body between your neck and upper abdomen.,"R022
R189"
SE593,A022,Mouth Ulcers,Not Specified,Mouth ulcers are sores or open lesions in the mouth.,"R022
R234"
SE594,A022,Anorexia,Not Specified,"Anorexia is an eating disorder that causes people to weigh less than is considered healthy for their age and height, usually by excessive weight loss.","R022
R132"
SE595,A022,Positive Coombs Test,Not Specified,The Coombs test looks for antibodies that may stick to your red blood cells and cause red blood cells to die too early.,"R022
R278"
SE596,A022,Hearing Loss,Not Specified,"Hearing loss means hearing disorders make it hard, but not impossible, to hear.","R022
R250"
SE597,A022,Hypersensitivity Pneumonitis,Not Specified,"Hypersensitivity pneumonitis is inflammation of the lungs due to breathing in dust, fungus, molds, or other substances.","R022
R279"
SE598,A022,Glossitis,Not Specified,Glossitis is a problem in which the tongue is swollen and inflammed. This often makes the surface of the tongue appear smooth.,"R022
R135"
SE599,A022,Arthralgia,Not Specified,"Arthralgia is an alternative name of joint pain. It can affect one or more joints. Joint pain can be caused by many types of injuries or conditions. It may be linked to arthritis, bursitis, and muscle pain. ","R022
R191"
SE600,A022,Increased Blood Urea Nitrogen (BUN),Not Specified,"A BUN, or blood urea nitrogen test, measures the amount of urea nitrogen in your blood. Urea nitrogen is a waste product that forms as your body breaks down proteins. It's carried in your blood and then removed by your kidneys when you urinate (pee).","R022
R140"
SE601,A023,Skin Rashes,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R023
R165"
SE602,A023,Urticaria,Not Specified,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R023
R141"
SE603,A023,Eosinophilia,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R023
R151"
SE604,A023,Fever,Not Specified,"A fever is a body temperature that is higher than normal. A normal temperature can vary from person to person, but it is usually around 98.6 °F (37 °C). A fever is not a disease. It is usually a sign that your body is trying to fight an illness or infection.","R023
R212"
SE605,A023,Reactions Resembling Serum Sickness,Not Specified,"Serum sickness is a reaction that is similar to an allergy. The immune reacts to medicines that contain proteins used to treat immune conditions. It can also react to antiserum, the liquid part of blood that contains antibodies given to a person to help protect them against germs or poisonous substances.","R023
R144"
SE606,A023,Anaphylaxis,Not Specified,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R023
R143"
SE607,A023,Positive Coombs Test,Not Specified,The Coombs test looks for antibodies that may stick to your red blood cells and cause red blood cells to die too early.,"R023
R278"
SE608,A023,Neutropenia,Not Specified,"Neutropenia is a condition that increases the risk of repeated infections in affected individuals. People with this condition have an abnormally low level (deficiency) of neutrophils, a type of white blood cell that plays a role in inflammation and in fighting infection.","R023
R150"
SE609,A023,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R023
R149"
SE610,A023,Agranulocytosis,Not Specified,Agranulocytosis is when the body has too few granulocytes.,"R023
R256"
SE611,A024,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).","R024
R134"
SE612,A024,Vomiting,Not Specified,Vomiting is when you throw up.,"R024
R133"
SE613,A024,Abdominal Pain,Not Specified,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R024
R163"
SE614,A024,Nausea,Not Specified,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R024
R133"
SE615,A024,Headaches,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R024
R159"
SE616,A024,Restlessness,Not Specified,"Restlessness is an alternative name for agitation. It is an unpleasant state of extreme arousal. An agitated person may feel stirred up, excited, tense, confused, or irritable.","R024
R172"
SE617,A024,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R024
R160"
SE618,A024,Increased Hepatic Enzyme Levels,Not Specified,"Hepatic lipase deficiency is a disorder that affects the body's ability to break down fats (lipids). People with this disorder have increased amounts of certain fats, known as triglycerides and cholesterol, in the blood. ","R024
R185"
SE619,A025,Nausea,Not Specified,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R025
R133"
SE620,A025,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).","R025
R134"
SE621,A025,Abdominal Pain/Discomfort,Not Specified,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R025
R163"
SE622,A025,Headache,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R025
R159"
SE623,A025,Restlessness,Not Specified,"Restlessness is an alternative name for agitation. It is an unpleasant state of extreme arousal. An agitated person may feel stirred up, excited, tense, confused, or irritable.","R025
R172"
SE624,A025,Rash,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R025
R165"
SE625,A025,Vomiting,Not Specified,Vomiting is when you throw up.,"R025
R133"
SE626,A025,Dyspepsia,Not Specified,Dyspepsia is also called as Indigestion. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. ,"R025
R164"
SE627,A025,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R025
R160"
SE628,A025,Confusion,Not Specified,"Confusion is the inability to think as clearly or quickly as you normally do. You may feel disoriented and have difficulty paying attention, remembering, and making decisions.","R025
R173"
SE629,A025,Insomnia,Not Specified,"Insomnia is trouble falling asleep, staying asleep (usually through the night), or waking up too early in the morning. Episodes of insomnia may come and go or be long-lasting.","R025
R158"
SE630,A025,Tremor,Not Specified,"A tremor is a neurological condition that includes shaking or trembling movements in one or more parts of your body. It most often affects the hands. But it can also affect the arms, legs, head, vocal cords, and torso (trunk). A tremor is involuntary, meaning that you cannot control it. It happens because of muscle contractions.","R025
R174"
SE631,A025,Drowsiness,Not Specified,Drowsiness refers to feeling more sleepy than normal during the day. People who are drowsy may fall asleep when they do not want to or at times which can lead to safety concerns.,"R025
R177"
SE632,A025,Nightmares,Not Specified,"A nightmare is a bad dream that brings out strong feelings of fear, terror, distress, or anxiety.","R025
R197"
SE633,A025,Hallucinations,Not Specified,"Hallucinations involve sensing things such as visions, sounds, or smells that seem real but are not. These things are created by the mind.","R025
R196"
SE634,A025,Psychotic Disorders,Not Specified,Psychotic disorders are severe mental disorders that cause abnormal thinking and perceptions. People with psychoses lose touch with reality. ,"R025
R262"
SE635,A025,Depression,Not Specified,Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder.,"R025
R195"
SE636,A025,Convulsion,Not Specified,"Convulsions can also be called as Seizures. These are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R025
R199"
SE637,A025,Intracranial HTN,Not Specified,Intracranial Hypertension is a rise in the pressure inside the skull that can result from or cause brain injury.,"R025
R157"
SE638,A026,Nausea,Common,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R026
R133"
SE639,A026,Vomiting,Common,Vomiting is when you throw up.,"R026
R133"
SE640,A026,Diarrhea,Common,"Diarrhea is loose, watery stools (bowel movements).","R026
R134"
SE641,A026,Abdominal Pain,Common,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R026
R163"
SE642,A026,Dyspepsia,Common,Dyspepsia is also called as Indigestion. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. ,"R026
R164"
SE643,A026,Pseudomembranous Colitis,Not Specified,"Pseudomembranous colitis
Email this page to a friend Print Facebook X Pinterest
Pseudomembranous colitis refers to swelling or inflammation of the large intestine (colon) due to an overgrowth of Clostridioides difficile (C difficile) bacteria.","R026
R203"
SE644,A026,Headache,Common,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R026
R159"
SE645,A026,Anorexia,Common,"Anorexia is an eating disorder that causes people to weigh less than is considered healthy for their age and height, usually by excessive weight loss.","R026
R132"
SE646,A026,Flatulence,Common,Flatulence is also called gas. Gas is air in the intestine that is passed through the rectum. Air that moves from the digestive tract through the mouth is called belching.,"R026
R213"
SE647,A026,Dizziness,Common,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R026
R160"
SE648,A026,Restlessness,Common,"Restlessness is an alternative name for agitation. It is an unpleasant state of extreme arousal. An agitated person may feel stirred up, excited, tense, confused, or irritable.","R026
R172"
SE649,A026,Tremor,Not Specified,"A tremor is a neurological condition that includes shaking or trembling movements in one or more parts of your body. It most often affects the hands. But it can also affect the arms, legs, head, vocal cords, and torso (trunk). A tremor is involuntary, meaning that you cannot control it. It happens because of muscle contractions.","R026
R174"
SE650,A026,Drowsiness,Not Specified,Drowsiness refers to feeling more sleepy than normal during the day. People who are drowsy may fall asleep when they do not want to or at times which can lead to safety concerns.,"R026
R177"
SE651,A026,Insomnia,Not Specified,"Insomnia is trouble falling asleep, staying asleep (usually through the night), or waking up too early in the morning. Episodes of insomnia may come and go or be long-lasting.","R026
R158"
SE652,A026,Agitation,Not Specified,"Agitation is an unpleasant state of extreme arousal. An agitated person may feel stirred up, excited, tense, confused, or irritable.","R026
R172"
SE653,A026,Confusion,Not Specified,"Confusion is the inability to think as clearly or quickly as you normally do. You may feel disoriented and have difficulty paying attention, remembering, and making decisions.","R026
R173"
SE654,A026,Hallucinations,Not Specified,"Hallucinations involve sensing things such as visions, sounds, or smells that seem real but are not. These things are created by the mind.","R026
R196"
SE655,A026,Depression,Not Specified,Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder.,"R026
R195"
SE656,A026,Convulsions,Not Specified,"Convulsions can also be called as Seizures. These are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R026
R199"
SE657,A026,Peripheral Neuropathy,Not Specified,Peripheral neuropathy means these nerves don't work properly. Peripheral neuropathy may occur because of damage to a single nerve or a group of nerves. It may also affect nerves in the whole body.,"R026
R210"
SE658,A026,Tinnitus,Not Specified,"Tinnitus is often described as a ringing in the ears. It also can sound like roaring, clicking, hissing, or buzzing. It may be soft or loud, high pitched or low pitched. You might hear it in either one or both ears.","R026
R251"
SE659,A026,Rash,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R026
R165"
SE660,A026,Pruritus,Not Specified,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R026
R166"
