seID,antibioticID,seName,duration,occurrencePattern,description,referenceID,validatorID
SE631,A005,vomiting,Not Specified,Common,"muscles in your belly, chest, neck and head work together to push whatever’s in your stomach out","R008
R210",
SE632,A005,dyspepsia,Not Specified,Common,pain or discomfort that happens while your stomach digests food,"R008
R211",
SE633,A005,rash,Not Specified,Common,"can be red, inflamed, bumpy as well as dry, itchy or painful","R008
R212",
SE634,A005,pruritus,Not Specified,Common,causes you to feel the need to scratch your skin to get relief,"R008
R213",
SE635,A005,vaginitis,Not Specified,Common,inflammation or infection of your vagina,"R008
R214",
SE636,A005,edema,Not Specified,Common,"fluid builds up faster in parts of your body than it can drain out, it causes swelling","R008
R215",
SE637,A005,chest pain,Not Specified,Common,pain or discomfort in the area between the neck and belly,"R008
R216",
SE638,A005,genital moniliasis,Not Specified,Uncommon,An overgrowth of the fungus Candida causes a vaginal yeast infection,"R008
R217",
SE639,A005,anemia,Not Specified,Uncommon,a problem of not having enough healthy red blood cells or hemoglobin to carry oxygen to the body's tissues,"R008
R218",
SE640,A005,thrombocytopenia,Not Specified,Uncommon,low blood platelet count,"R008
R219",
SE641,A005,granulocytopenia,Not Specified,Uncommon,due to a decrease in bone marrow production resulting from defects in the growth and differentiation of granulocytes,"R008
R220",
SE642,A005,allergic reaction,Not Specified,Uncommon,"immune system overreacts to something that’s usually not harmful — like pollen, pet dander and certain foods","R008
R221",
SE643,A005,hyperglycemia,Not Specified,Uncommon,high blood sugar,"R008
R222",
SE644,A005,hypoglycemia,Not Specified,Uncommon,condition in which your blood sugar (glucose) level is lower than the standard range,"R008
R223",
SE645,A005,hyperkalemia,Not Specified,Uncommon,condition in which you have high potassium levels in your blood,"R008
R224",
SE646,A005,anxiety,Not Specified,Uncommon,"intense, excessive and persistent worry and fear about everyday situations","R008
R225",
SE647,A005,agitation,Not Specified,Uncommon,state of severe restlessness or inner tension,"R008
R226",
SE648,A005,confusion,Not Specified,Uncommon,symptom that happens because of brain activity disruptions,"R008
R227",
SE649,A005,abnormal dreaming,Not Specified,Uncommon,pattern of repeated frightening and vivid dreams that affects your quality of life,"R008
R228",
SE650,A005,tremor,Not Specified,Uncommon,body movement that’s out of your control,"R008
R229",
SE651,A005,paresthesia,Not Specified,Uncommon,"the feeling of tingling, numbness or “pins and needles","R008
R230",
SE652,A005,vertigo,Not Specified,Uncommon,dizziness and makes you feel like you’re spinning when you’re not,"R008
R231",
SE653,A005,abnormal gait,Not Specified,Uncommon,abnormal patterin in walking,"R008
R232",
SE654,A005,somnolence,Not Specified,Uncommon,"drowsiness or excessive sleepiness, is wanting to fall asleep","R008
R233",
SE655,A005,syncope,Not Specified,Uncommon,fainting,"R008
R234",
SE656,A005,epistaxis,Not Specified,Uncommon,lose blood from the tissue that lines the inside of your nose,"R008
R235",
SE657,A005,cardiac arrest,Not Specified,Uncommon,"your heart stops pumping blood, you become unconscious","R008
R236",
SE658,A005,palpitation,Not Specified,Uncommon,"can feel like pounding, flip-flopping or the wrong amount of heartbeats","R008
R237",
SE659,A005,ventricular tachycardia,Not Specified,Uncommon,"fast, abnormal heart rhythm (arrhythmia) that comes from atypical electrical signals in your heart’s lower chambers","R008
R238",
SE660,A005,ventricular arrhythmia,Not Specified,Uncommon,abnormal heart rhythms that make the lower chambers of your heart twitch instead of pump,"R008
R239",
SE661,A005,gastritis,Not Specified,Uncommon,inflammation in the soft mucous lining of your stomach,"R008
R240",
SE662,A005,stomatitis,Not Specified,Uncommon,inflammation in the tissue lining your mouth or lips,"R008
R241",
SE663,A005,pancreatitis,Not Specified,Uncommon,inflammation in your pancreas,"R008
R242",
SE664,A005,esophagitis,Not Specified,Uncommon,inflammation in your esophagus,"R008
R243",
SE665,A005,gastroenteritis,Not Specified,Uncommon,"inflammation that spreads from your stomach into your intestines, causing pain, vomiting and diarrhea","R008
R244",
SE666,A005,glossitis,Not Specified,Uncommon,"inflammation that makes your tongue swollen, smooth or red","R008
R245",
SE667,A005,pseudomembranous/C. difficile colitis,Not Specified,Uncommon,an inflammatory process that occurs when your colon lining is being injured.,"R008
R246",
SE668,A005,increased hepatic enzymes,Not Specified,Uncommon,high (elevated) levels of liver enzymes,"R008
R247",
SE669,A005,increased alkaline phosphatase,Not Specified,Uncommon,liver disease or certain bone disorders.,"R008
R248",
SE670,A005,urticaria,Not Specified,Uncommon,"a skin rash that’s often very itchy, often results from an allergic reaction to food or something you’ve touched","R008
R249",
SE671,A005,arthralgia,Not Specified,Uncommon,joint pain that can be felt in the joints throughout your body,"R008
R250",
SE672,A005,tendonitis,Not Specified,Uncommon,the connective tissues between your muscles and bones (tendons) inflame,"R008
R251",
SE673,A005,myalgia,Not Specified,Uncommon,muscle pain,"R008
R252",
SE674,A005,skeletal pain,Not Specified,Uncommon,"pain affects bones, joints, ligaments, tendons or muscles","R008
R253",
SE675,A005,abnormal renal function,Not Specified,Uncommon,condition in which one or both of your kidneys no longer work on their own,"R008
R254",
SE676,A005,acute renal failure,Not Specified,Uncommon,when the kidneys suddenly can't filter waste products from the blood,"R008
R255",
SE677,A018,Hepatic,Not Specified,Rare,Moderate rise in aminotransferase and/or alanine aminotransferase enzymes.,R017,
SE678,A019,Central Nervous System Effects,Not Specified,Rare,"Reversable hyperactivity, agitation, anxiety, insomnia, confusion, behavioral changes, and/or dizziness.",R017,
SE679,A020,Hepatic,Not Specified,Not Specified,"moderate rise in aspartate aminotransferase, and/or alanine aminotransferase; transient increases in serum alkaline phosphatase and lactate dehydrogenase levels; hepatic dysfunction including cholestatic jaundice, hepatic cholestasis and acute cytolytic hepatitis.",R016,
SE680,A020,Renal,Not Specified,Not Specified,acute interstitial nephritis and crystalluria.,R017,
